grid_cell_id,grid_cell_order,centroid_latitude,centroid_longitude,latitude_band,z_tmean_c,z_tseason_monthly_sd_c,z_precip_annual_mean_mm,z_precip_interannual_cv_pct,z_vpd_mean_kpa,z_soil_water_mean_frac,z_wind_speed_mean_ms,z_wind_monthly_sd_ms,z_evi_mean,z_evi_interannual_cv_pct
BJA25K_C+0008_R-0013,38,24.6735278,-111.3973902,24-26N,0.7720478143563181,-0.6811977458004549,-0.4458564571338997,0.7642209394697186,0.05032335238527945,-0.690160449397413,0.9484948517177166,0.697898940474192,0.18076219799049684,-0.44622492711587164
BJA25K_C+0010_R-0013,39,24.665211,-110.9027152,24-26N,1.0860946900730855,-0.37576549437149687,0.02528065379938674,0.9084294624129747,0.7707801448558531,-0.6199835876697494,0.13743405803738848,0.015603524318001088,0.21862409099159544,-0.5148925109151684
BJA25K_C+0011_R-0013,40,24.6603964,-110.6553907,24-26N,1.1815499047189213,-0.3896095490569889,-0.01375433260037492,1.2584116592450145,0.332483092496707,-0.5670618669742127,-0.1988728204063772,0.17011766184839883,-0.8877600255147478,1.6487439383097404
BJA25K_C+0005_R-0012,41,24.9075882,-112.1369225,24-26N,-0.005520354735780296,-1.2301721765376001,-0.6090866944785803,1.6927604472927467,-1.763203075580526,-0.17660804168121857,2.348355982677935,1.0734449299223079,0.3547345737619998,0.4212424131117891
BJA25K_C+0006_R-0012,42,24.9049518,-111.8891016,24-26N,0.305660930351501,-0.9355362304633548,-0.5399927961858472,1.1808141260722418,-0.9492902140587111,-0.6650665550398085,1.6080868401675532,1.0353477515054639,0.6020701027953971,-0.400857560390697
BJA25K_C+0008_R-0012,43,24.8983609,-111.3934777,24-26N,0.8613039332381406,-0.5420570912807238,-0.2802715948682716,0.6078797673072013,0.4066159287490045,-0.6663035830452423,0.6683530785522036,0.5691014350352588,0.35206414003745984,-0.42280628169530793
BJA25K_C+0010_R-0012,44,24.890013,-110.8978835,24-26N,0.9881933285879912,-0.18933309697844228,0.23313811432318757,0.5366555136611555,0.76711284743323,-0.5573310328807299,-0.21668696805267182,-0.1570444845668387,0.32701232632325977,-0.5346281230890502
BJA25K_C+0011_R-0012,45,24.8851803,-110.6500996,24-26N,1.2663990019802878,-0.19518670089997403,0.049374602256165176,1.0303785254468905,0.3855984268437336,-0.45721695311500016,-0.3029267414152121,1.316289413320011,-0.07644021403025006,4.276302434878212
BJA25K_C+0005_R-0011,46,25.1324457,-112.1343651,24-26N,0.07469376190331516,-1.1032880982083892,-0.5983074313305755,1.3791034206989599,-1.483041813113717,-0.5537687640565448,2.050209943260335,1.070054575697917,0.21468402164033296,-0.20120326797262017
BJA25K_C+0006_R-0011,47,25.1297994,-111.8860795,24-26N,0.3076164776000852,-0.8619962138658048,-0.53498078027486,1.0384847378523212,-0.8317797746630657,-0.6954531451600032,1.4361806519528209,1.0997305831131285,0.8336352495541709,-0.3508353864835642
